Pais,Continente,Codigo,Anio,Combustibles Fosiles,Renovables,Nuclear,Id_Pais
Cyprus,Asia,CYP,2017,96.06,3.64,0.0,ea2ba3f8011e19e3101ce65fdcefbcc4
Cyprus,Asia,CYP,2018,95.81,3.87,0.0,ea2ba3f8011e19e3101ce65fdcefbcc4
Cyprus,Asia,CYP,2019,95.34,4.27,0.0,ea2ba3f8011e19e3101ce65fdcefbcc4
Cyprus,Asia,CYP,2020,93.32,5.66,0.0,ea2ba3f8011e19e3101ce65fdcefbcc4
Czechia,Europe,CZE,1965,98.59,1.41,0.0,31e7e8bf65a10ae8798adfbd8c0cd8c8
Czechia,Europe,CZE,1966,98.68,1.32,0.0,31e7e8bf65a10ae8798adfbd8c0cd8c8
Czechia,Europe,CZE,1967,98.79,1.21,0.0,31e7e8bf65a10ae8798adfbd8c0cd8c8
Czechia,Europe,CZE,1968,99.11,0.89,0.0,31e7e8bf65a10ae8798adfbd8c0cd8c8
Czechia,Europe,CZE,1969,99.3,0.7,0.0,31e7e8bf65a10ae8798adfbd8c0cd8c8
Czechia,Europe,CZE,1970,99.04,0.96,0.0,31e7e8bf65a10ae8798adfbd8c0cd8c8
Czechia,Europe,CZE,1971,99.35,0.65,0.0,31e7e8bf65a10ae8798adfbd8c0cd8c8
Czechia,Europe,CZE,1972,99.33,0.67,0.0,31e7e8bf65a10ae8798adfbd8c0cd8c8
Czechia,Europe,CZE,1973,99.43,0.57,0.0,31e7e8bf65a10ae8798adfbd8c0cd8c8
Czechia,Europe,CZE,1974,99.05,0.95,0.0,31e7e8bf65a10ae8798adfbd8c0cd8c8
Czechia,Europe,CZE,1975,99.09,0.91,0.0,31e7e8bf65a10ae8798adfbd8c0cd8c8
Czechia,Europe,CZE,1976,99.29,0.71,0.0,31e7e8bf65a10ae8798adfbd8c0cd8c8
Czechia,Europe,CZE,1977,99.07,0.93,0.0,31e7e8bf65a10ae8798adfbd8c0cd8c8
Czechia,Europe,CZE,1978,99.15,0.85,0.0,31e7e8bf65a10ae8798adfbd8c0cd8c8
Czechia,Europe,CZE,1979,98.94,1.06,0.0,31e7e8bf65a10ae8798adfbd8c0cd8c8
Czechia,Europe,CZE,1980,98.86,1.14,0.0,31e7e8bf65a10ae8798adfbd8c0cd8c8
Czechia,Europe,CZE,1981,99.01,0.99,0.0,31e7e8bf65a10ae8798adfbd8c0cd8c8
Czechia,Europe,CZE,1982,99.19,0.81,0.0,31e7e8bf65a10ae8798adfbd8c0cd8c8
Czechia,Europe,CZE,1983,99.1,0.8,0.09,31e7e8bf65a10ae8798adfbd8c0cd8c8
Czechia,Europe,CZE,1984,98.83,0.61,0.56,31e7e8bf65a10ae8798adfbd8c0cd8c8
Czechia,Europe,CZE,1985,98.14,0.78,1.08,31e7e8bf65a10ae8798adfbd8c0cd8c8
Czechia,Europe,CZE,1986,96.4,0.87,2.73,31e7e8bf65a10ae8798adfbd8c0cd8c8
Czechia,Europe,CZE,1987,94.24,1.12,4.65,31e7e8bf65a10ae8798adfbd8c0cd8c8
Czechia,Europe,CZE,1988,93.94,0.95,5.11,31e7e8bf65a10ae8798adfbd8c0cd8c8
Czechia,Europe,CZE,1989,93.7,0.76,5.54,31e7e8bf65a10ae8798adfbd8c0cd8c8
Czechia,Europe,CZE,1990,92.84,0.63,6.53,31e7e8bf65a10ae8798adfbd8c0cd8c8
Czechia,Europe,CZE,1991,92.44,0.65,6.92,31e7e8bf65a10ae8798adfbd8c0cd8c8
Czechia,Europe,CZE,1992,91.94,0.86,7.2,31e7e8bf65a10ae8798adfbd8c0cd8c8
Czechia,Europe,CZE,1993,91.52,0.99,7.48,31e7e8bf65a10ae8798adfbd8c0cd8c8
Czechia,Europe,CZE,1994,90.95,1.14,7.89,31e7e8bf65a10ae8798adfbd8c0cd8c8
Czechia,Europe,CZE,1995,91.34,1.48,7.14,31e7e8bf65a10ae8798adfbd8c0cd8c8
Czechia,Europe,CZE,1996,91.36,1.34,7.25,31e7e8bf65a10ae8798adfbd8c0cd8c8
Czechia,Europe,CZE,1997,91.2,1.37,7.35,31e7e8bf65a10ae8798adfbd8c0cd8c8
Czechia,Europe,CZE,1998,90.65,1.28,7.99,31e7e8bf65a10ae8798adfbd8c0cd8c8
Czechia,Europe,CZE,1999,89.85,1.59,8.44,31e7e8bf65a10ae8798adfbd8c0cd8c8
Czechia,Europe,CZE,2000,90.28,1.44,8.13,31e7e8bf65a10ae8798adfbd8c0cd8c8
Czechia,Europe,CZE,2001,89.74,1.58,8.57,31e7e8bf65a10ae8798adfbd8c0cd8c8
Czechia,Europe,CZE,2002,87.25,1.82,10.78,31e7e8bf65a10ae8798adfbd8c0cd8c8
Czechia,Europe,CZE,2003,84.78,1.09,13.99,31e7e8bf65a10ae8798adfbd8c0cd8c8
Czechia,Europe,CZE,2004,84.67,1.46,13.8,31e7e8bf65a10ae8798adfbd8c0cd8c8
Czechia,Europe,CZE,2005,85.19,1.72,13.08,31e7e8bf65a10ae8798adfbd8c0cd8c8
Czechia,Europe,CZE,2006,84.58,1.95,13.43,31e7e8bf65a10ae8798adfbd8c0cd8c8
Czechia,Europe,CZE,2007,84.48,1.92,13.56,31e7e8bf65a10ae8798adfbd8c0cd8c8
Czechia,Europe,CZE,2008,83.66,2.15,13.94,31e7e8bf65a10ae8798adfbd8c0cd8c8
Czechia,Europe,CZE,2009,81.95,2.8,14.79,31e7e8bf65a10ae8798adfbd8c0cd8c8
Czechia,Europe,CZE,2010,81.6,3.36,14.51,31e7e8bf65a10ae8798adfbd8c0cd8c8
Czechia,Europe,CZE,2011,80.13,4.27,14.91,31e7e8bf65a10ae8798adfbd8c0cd8c8
Czechia,Europe,CZE,2012,78.6,4.79,15.97,31e7e8bf65a10ae8798adfbd8c0cd8c8
Czechia,Europe,CZE,2013,77.34,5.6,16.4,31e7e8bf65a10ae8798adfbd8c0cd8c8
Czechia,Europe,CZE,2014,77.16,5.65,16.43,31e7e8bf65a10ae8798adfbd8c0cd8c8
Czechia,Europe,CZE,2015,78.63,5.9,14.74,31e7e8bf65a10ae8798adfbd8c0cd8c8
Czechia,Europe,CZE,2016,79.96,5.95,13.34,31e7e8bf65a10ae8798adfbd8c0cd8c8
Czechia,Europe,CZE,2017,78.53,5.82,14.91,31e7e8bf65a10ae8798adfbd8c0cd8c8
Czechia,Europe,CZE,2018,77.88,5.69,15.7,31e7e8bf65a10ae8798adfbd8c0cd8c8
Czechia,Europe,CZE,2019,77.05,6.12,16.01,31e7e8bf65a10ae8798adfbd8c0cd8c8
Czechia,Europe,CZE,2020,75.2,6.69,17.13,31e7e8bf65a10ae8798adfbd8c0cd8c8
Czechia,Europe,CZE,2021,76.04,6.5,16.56,31e7e8bf65a10ae8798adfbd8c0cd8c8
Denmark,Europe,DNK,1965,99.96,0.04,0.0,424214945ba5615eca039bfe5d731c09
Denmark,Europe,DNK,1966,99.96,0.04,0.0,424214945ba5615eca039bfe5d731c09
Denmark,Europe,DNK,1967,99.96,0.04,0.0,424214945ba5615eca039bfe5d731c09
Denmark,Europe,DNK,1968,99.97,0.03,0.0,424214945ba5615eca039bfe5d731c09
Denmark,Europe,DNK,1969,99.97,0.03,0.0,424214945ba5615eca039bfe5d731c09
Denmark,Europe,DNK,1970,99.97,0.03,0.0,424214945ba5615eca039bfe5d731c09
Denmark,Europe,DNK,1971,99.97,0.03,0.0,424214945ba5615eca039bfe5d731c09
Denmark,Europe,DNK,1972,99.97,0.03,0.0,424214945ba5615eca039bfe5d731c09
Denmark,Europe,DNK,1973,99.97,0.03,0.0,424214945ba5615eca039bfe5d731c09
Denmark,Europe,DNK,1974,99.97,0.03,0.0,424214945ba5615eca039bfe5d731c09
Denmark,Europe,DNK,1975,99.97,0.03,0.0,424214945ba5615eca039bfe5d731c09
Denmark,Europe,DNK,1976,99.98,0.02,0.0,424214945ba5615eca039bfe5d731c09
Denmark,Europe,DNK,1977,99.97,0.03,0.0,424214945ba5615eca039bfe5d731c09
Denmark,Europe,DNK,1978,99.96,0.04,0.0,424214945ba5615eca039bfe5d731c09
Denmark,Europe,DNK,1979,99.96,0.04,0.0,424214945ba5615eca039bfe5d731c09
Denmark,Europe,DNK,1980,99.94,0.06,0.0,424214945ba5615eca039bfe5d731c09
Denmark,Europe,DNK,1981,99.93,0.07,0.0,424214945ba5615eca039bfe5d731c09
Denmark,Europe,DNK,1982,99.93,0.07,0.0,424214945ba5615eca039bfe5d731c09
Denmark,Europe,DNK,1983,99.85,0.15,0.0,424214945ba5615eca039bfe5d731c09
Denmark,Europe,DNK,1984,99.85,0.15,0.0,424214945ba5615eca039bfe5d731c09
Denmark,Europe,DNK,1985,99.84,0.16,0.0,424214945ba5615eca039bfe5d731c09
Denmark,Europe,DNK,1986,99.72,0.28,0.0,424214945ba5615eca039bfe5d731c09
Denmark,Europe,DNK,1987,99.63,0.37,0.0,424214945ba5615eca039bfe5d731c09
Denmark,Europe,DNK,1988,99.43,0.57,0.0,424214945ba5615eca039bfe5d731c09
Denmark,Europe,DNK,1989,99.11,0.89,0.0,424214945ba5615eca039bfe5d731c09
Denmark,Europe,DNK,1990,98.73,1.27,0.0,424214945ba5615eca039bfe5d731c09
Denmark,Europe,DNK,1991,98.54,1.46,0.0,424214945ba5615eca039bfe5d731c09
Denmark,Europe,DNK,1992,97.96,2.04,0.0,424214945ba5615eca039bfe5d731c09
Denmark,Europe,DNK,1993,97.64,2.36,0.0,424214945ba5615eca039bfe5d731c09
Denmark,Europe,DNK,1994,97.87,2.13,0.0,424214945ba5615eca039bfe5d731c09
Denmark,Europe,DNK,1995,97.69,2.31,0.0,424214945ba5615eca039bfe5d731c09
Denmark,Europe,DNK,1996,97.81,2.19,0.0,424214945ba5615eca039bfe5d731c09
Denmark,Europe,DNK,1997,96.62,3.38,0.0,424214945ba5615eca039bfe5d731c09
Denmark,Europe,DNK,1998,95.32,4.68,0.0,424214945ba5615eca039bfe5d731c09
Denmark,Europe,DNK,1999,94.61,5.39,0.0,424214945ba5615eca039bfe5d731c09
Denmark,Europe,DNK,2000,92.9,7.1,0.0,424214945ba5615eca039bfe5d731c09
Denmark,Europe,DNK,2001,92.6,7.4,0.0,424214945ba5615eca039bfe5d731c09
Denmark,Europe,DNK,2002,91.41,8.59,0.0,424214945ba5615eca039bfe5d731c09
Denmark,Europe,DNK,2003,90.54,9.46,0.0,424214945ba5615eca039bfe5d731c09
Denmark,Europe,DNK,2004,88.27,11.73,0.0,424214945ba5615eca039bfe5d731c09
Denmark,Europe,DNK,2005,87.51,12.49,0.0,424214945ba5615eca039bfe5d731c09
Denmark,Europe,DNK,2006,89.37,10.61,0.0,424214945ba5615eca039bfe5d731c09
Denmark,Europe,DNK,2007,87.55,12.42,0.0,424214945ba5615eca039bfe5d731c09
Denmark,Europe,DNK,2008,87.36,12.61,0.0,424214945ba5615eca039bfe5d731c09
Denmark,Europe,DNK,2009,86.62,13.33,0.0,424214945ba5615eca039bfe5d731c09
Denmark,Europe,DNK,2010,84.21,15.65,0.0,424214945ba5615eca039bfe5d731c09
Denmark,Europe,DNK,2011,80.67,18.65,0.0,424214945ba5615eca039bfe5d731c09
Denmark,Europe,DNK,2012,77.85,20.93,0.0,424214945ba5615eca039bfe5d731c09
Denmark,Europe,DNK,2013,77.45,21.38,0.0,424214945ba5615eca039bfe5d731c09
Denmark,Europe,DNK,2014,74.11,24.63,0.0,424214945ba5615eca039bfe5d731c09
Denmark,Europe,DNK,2015,72.05,26.66,0.0,424214945ba5615eca039bfe5d731c09
Denmark,Europe,DNK,2016,73.0,25.71,0.0,424214945ba5615eca039bfe5d731c09
Denmark,Europe,DNK,2017,68.4,30.3,0.0,424214945ba5615eca039bfe5d731c09
Denmark,Europe,DNK,2018,69.55,29.15,0.0,424214945ba5615eca039bfe5d731c09
Denmark,Europe,DNK,2019,65.81,32.8,0.0,424214945ba5615eca039bfe5d731c09
Denmark,Europe,DNK,2020,61.03,37.27,0.0,424214945ba5615eca039bfe5d731c09
Denmark,Europe,DNK,2021,59.07,39.25,,424214945ba5615eca039bfe5d731c09
Ecuador,South America,ECU,1965,91.49,8.51,0.0,4d5d85af33ec2aaedb674d2d6a7d53b6
Ecuador,South America,ECU,1966,90.75,9.25,0.0,4d5d85af33ec2aaedb674d2d6a7d53b6
Ecuador,South America,ECU,1967,90.58,9.42,0.0,4d5d85af33ec2aaedb674d2d6a7d53b6
Ecuador,South America,ECU,1968,91.67,8.33,0.0,4d5d85af33ec2aaedb674d2d6a7d53b6
Ecuador,South America,ECU,1969,91.3,8.7,0.0,4d5d85af33ec2aaedb674d2d6a7d53b6
Ecuador,South America,ECU,1970,91.89,8.11,0.0,4d5d85af33ec2aaedb674d2d6a7d53b6
Ecuador,South America,ECU,1971,91.98,8.02,0.0,4d5d85af33ec2aaedb674d2d6a7d53b6
Ecuador,South America,ECU,1972,92.24,7.76,0.0,4d5d85af33ec2aaedb674d2d6a7d53b6
Ecuador,South America,ECU,1973,92.91,7.09,0.0,4d5d85af33ec2aaedb674d2d6a7d53b6
Ecuador,South America,ECU,1974,93.02,6.98,0.0,4d5d85af33ec2aaedb674d2d6a7d53b6
Ecuador,South America,ECU,1975,91.35,8.65,0.0,4d5d85af33ec2aaedb674d2d6a7d53b6
Ecuador,South America,ECU,1976,92.43,7.57,0.0,4d5d85af33ec2aaedb674d2d6a7d53b6
Ecuador,South America,ECU,1977,94.13,5.87,0.0,4d5d85af33ec2aaedb674d2d6a7d53b6
Ecuador,South America,ECU,1978,92.04,7.96,0.0,4d5d85af33ec2aaedb674d2d6a7d53b6
Ecuador,South America,ECU,1979,93.15,6.85,0.0,4d5d85af33ec2aaedb674d2d6a7d53b6
Ecuador,South America,ECU,1980,93.36,6.64,0.0,4d5d85af33ec2aaedb674d2d6a7d53b6
Ecuador,South America,ECU,1981,94.65,5.35,0.0,4d5d85af33ec2aaedb674d2d6a7d53b6
Ecuador,South America,ECU,1982,94.41,5.59,0.0,4d5d85af33ec2aaedb674d2d6a7d53b6
Ecuador,South America,ECU,1983,89.02,10.98,0.0,4d5d85af33ec2aaedb674d2d6a7d53b6
Ecuador,South America,ECU,1984,81.46,18.54,0.0,4d5d85af33ec2aaedb674d2d6a7d53b6
Ecuador,South America,ECU,1985,84.1,15.9,0.0,4d5d85af33ec2aaedb674d2d6a7d53b6
Ecuador,South America,ECU,1986,81.44,18.56,0.0,4d5d85af33ec2aaedb674d2d6a7d53b6
Ecuador,South America,ECU,1987,79.48,20.52,0.0,4d5d85af33ec2aaedb674d2d6a7d53b6
Ecuador,South America,ECU,1988,81.24,18.76,0.0,4d5d85af33ec2aaedb674d2d6a7d53b6
Ecuador,South America,ECU,1989,81.33,18.67,0.0,4d5d85af33ec2aaedb674d2d6a7d53b6
Ecuador,South America,ECU,1990,81.79,18.21,0.0,4d5d85af33ec2aaedb674d2d6a7d53b6
Ecuador,South America,ECU,1991,83.22,16.78,0.0,4d5d85af33ec2aaedb674d2d6a7d53b6
Ecuador,South America,ECU,1992,83.47,16.53,0.0,4d5d85af33ec2aaedb674d2d6a7d53b6
Ecuador,South America,ECU,1993,81.37,18.63,0.0,4d5d85af33ec2aaedb674d2d6a7d53b6
Ecuador,South America,ECU,1994,80.65,19.35,0.0,4d5d85af33ec2aaedb674d2d6a7d53b6
Ecuador,South America,ECU,1995,83.91,16.09,0.0,4d5d85af33ec2aaedb674d2d6a7d53b6
Ecuador,South America,ECU,1996,82.62,17.38,0.0,4d5d85af33ec2aaedb674d2d6a7d53b6
Ecuador,South America,ECU,1997,83.93,16.07,0.0,4d5d85af33ec2aaedb674d2d6a7d53b6
Ecuador,South America,ECU,1998,84.08,15.92,0.0,4d5d85af33ec2aaedb674d2d6a7d53b6
Ecuador,South America,ECU,1999,80.75,19.25,0.0,4d5d85af33ec2aaedb674d2d6a7d53b6
Ecuador,South America,ECU,2000,78.39,21.61,0.0,4d5d85af33ec2aaedb674d2d6a7d53b6
Ecuador,South America,ECU,2001,80.31,19.69,0.0,4d5d85af33ec2aaedb674d2d6a7d53b6
Ecuador,South America,ECU,2002,78.9,21.1,0.0,4d5d85af33ec2aaedb674d2d6a7d53b6
Ecuador,South America,ECU,2003,80.47,19.53,0.0,4d5d85af33ec2aaedb674d2d6a7d53b6
Ecuador,South America,ECU,2004,81.27,18.73,0.0,4d5d85af33ec2aaedb674d2d6a7d53b6
Ecuador,South America,ECU,2005,83.4,16.6,0.0,4d5d85af33ec2aaedb674d2d6a7d53b6
Ecuador,South America,ECU,2006,83.75,16.25,0.0,4d5d85af33ec2aaedb674d2d6a7d53b6
Ecuador,South America,ECU,2007,80.44,19.56,0.0,4d5d85af33ec2aaedb674d2d6a7d53b6
Ecuador,South America,ECU,2008,77.38,22.62,0.0,4d5d85af33ec2aaedb674d2d6a7d53b6
Ecuador,South America,ECU,2009,81.07,18.93,0.0,4d5d85af33ec2aaedb674d2d6a7d53b6
Ecuador,South America,ECU,2010,84.04,15.94,0.0,4d5d85af33ec2aaedb674d2d6a7d53b6
Ecuador,South America,ECU,2011,80.79,19.2,0.0,4d5d85af33ec2aaedb674d2d6a7d53b6
Ecuador,South America,ECU,2012,80.14,19.84,0.0,4d5d85af33ec2aaedb674d2d6a7d53b6
Ecuador,South America,ECU,2013,82.61,17.38,0.0,4d5d85af33ec2aaedb674d2d6a7d53b6
Ecuador,South America,ECU,2014,82.7,17.28,0.0,4d5d85af33ec2aaedb674d2d6a7d53b6
Ecuador,South America,ECU,2015,80.31,19.64,0.0,4d5d85af33ec2aaedb674d2d6a7d53b6
Ecuador,South America,ECU,2016,76.3,23.63,0.0,4d5d85af33ec2aaedb674d2d6a7d53b6
Ecuador,South America,ECU,2017,71.54,28.34,0.0,4d5d85af33ec2aaedb674d2d6a7d53b6
Ecuador,South America,ECU,2018,72.51,27.39,0.0,4d5d85af33ec2aaedb674d2d6a7d53b6
Ecuador,South America,ECU,2019,68.1,31.77,0.0,4d5d85af33ec2aaedb674d2d6a7d53b6
Ecuador,South America,ECU,2020,63.77,36.04,0.0,4d5d85af33ec2aaedb674d2d6a7d53b6
Ecuador,South America,ECU,2021,67.44,32.35,,4d5d85af33ec2aaedb674d2d6a7d53b6
Egypt,Africa,EGY,1965,94.41,5.59,0.0,e31959fe2842dacea4d16d36e9813620
Egypt,Africa,EGY,1966,94.4,5.6,0.0,e31959fe2842dacea4d16d36e9813620
Egypt,Africa,EGY,1967,92.96,7.04,0.0,e31959fe2842dacea4d16d36e9813620
Egypt,Africa,EGY,1968,90.04,9.96,0.0,e31959fe2842dacea4d16d36e9813620
Egypt,Africa,EGY,1969,83.92,16.08,0.0,e31959fe2842dacea4d16d36e9813620
Egypt,Africa,EGY,1970,84.84,15.16,0.0,e31959fe2842dacea4d16d36e9813620
Egypt,Africa,EGY,1971,84.12,15.88,0.0,e31959fe2842dacea4d16d36e9813620
Egypt,Africa,EGY,1972,85.36,14.64,0.0,e31959fe2842dacea4d16d36e9813620
Egypt,Africa,EGY,1973,84.54,15.46,0.0,e31959fe2842dacea4d16d36e9813620
Egypt,Africa,EGY,1974,83.86,16.14,0.0,e31959fe2842dacea4d16d36e9813620
Egypt,Africa,EGY,1975,83.84,16.16,0.0,e31959fe2842dacea4d16d36e9813620
Egypt,Africa,EGY,1976,84.08,15.92,0.0,e31959fe2842dacea4d16d36e9813620
Egypt,Africa,EGY,1977,83.43,16.57,0.0,e31959fe2842dacea4d16d36e9813620
Egypt,Africa,EGY,1978,82.76,17.24,0.0,e31959fe2842dacea4d16d36e9813620
Egypt,Africa,EGY,1979,84.73,15.27,0.0,e31959fe2842dacea4d16d36e9813620
Egypt,Africa,EGY,1980,86.31,13.69,0.0,e31959fe2842dacea4d16d36e9813620
Egypt,Africa,EGY,1981,87.47,12.53,0.0,e31959fe2842dacea4d16d36e9813620
Egypt,Africa,EGY,1982,88.47,11.53,0.0,e31959fe2842dacea4d16d36e9813620
Egypt,Africa,EGY,1983,90.02,9.98,0.0,e31959fe2842dacea4d16d36e9813620
Egypt,Africa,EGY,1984,91.02,8.98,0.0,e31959fe2842dacea4d16d36e9813620
Egypt,Africa,EGY,1985,91.77,8.23,0.0,e31959fe2842dacea4d16d36e9813620
Egypt,Africa,EGY,1986,92.11,7.89,0.0,e31959fe2842dacea4d16d36e9813620
Egypt,Africa,EGY,1987,92.56,7.44,0.0,e31959fe2842dacea4d16d36e9813620
Egypt,Africa,EGY,1988,92.79,7.21,0.0,e31959fe2842dacea4d16d36e9813620
Egypt,Africa,EGY,1989,92.65,7.35,0.0,e31959fe2842dacea4d16d36e9813620
Egypt,Africa,EGY,1990,92.48,7.52,0.0,e31959fe2842dacea4d16d36e9813620
Egypt,Africa,EGY,1991,92.6,7.4,0.0,e31959fe2842dacea4d16d36e9813620
Egypt,Africa,EGY,1992,92.62,7.38,0.0,e31959fe2842dacea4d16d36e9813620
Egypt,Africa,EGY,1993,92.4,7.6,0.0,e31959fe2842dacea4d16d36e9813620
Egypt,Africa,EGY,1994,92.32,7.68,0.0,e31959fe2842dacea4d16d36e9813620
Egypt,Africa,EGY,1995,92.44,7.56,0.0,e31959fe2842dacea4d16d36e9813620
Egypt,Africa,EGY,1996,92.64,7.36,0.0,e31959fe2842dacea4d16d36e9813620
Egypt,Africa,EGY,1997,92.76,7.24,0.0,e31959fe2842dacea4d16d36e9813620
Egypt,Africa,EGY,1998,92.85,7.15,0.0,e31959fe2842dacea4d16d36e9813620
Egypt,Africa,EGY,1999,92.59,7.41,0.0,e31959fe2842dacea4d16d36e9813620
Egypt,Africa,EGY,2000,92.58,7.42,0.0,e31959fe2842dacea4d16d36e9813620
Egypt,Africa,EGY,2001,92.77,7.23,0.0,e31959fe2842dacea4d16d36e9813620
Egypt,Africa,EGY,2002,93.2,6.8,0.0,e31959fe2842dacea4d16d36e9813620
Egypt,Africa,EGY,2003,94.06,5.94,0.0,e31959fe2842dacea4d16d36e9813620
Egypt,Africa,EGY,2004,94.37,5.63,0.0,e31959fe2842dacea4d16d36e9813620
Egypt,Africa,EGY,2005,94.61,5.39,0.0,e31959fe2842dacea4d16d36e9813620
Egypt,Africa,EGY,2006,94.83,5.17,0.0,e31959fe2842dacea4d16d36e9813620
Egypt,Africa,EGY,2007,94.64,5.36,0.0,e31959fe2842dacea4d16d36e9813620
Egypt,Africa,EGY,2008,94.59,5.41,0.0,e31959fe2842dacea4d16d36e9813620
Egypt,Africa,EGY,2009,95.2,4.8,0.0,e31959fe2842dacea4d16d36e9813620
Egypt,Africa,EGY,2010,95.54,4.46,0.0,e31959fe2842dacea4d16d36e9813620
Egypt,Africa,EGY,2011,95.67,4.33,0.0,e31959fe2842dacea4d16d36e9813620
Egypt,Africa,EGY,2012,95.82,4.18,0.0,e31959fe2842dacea4d16d36e9813620
Egypt,Africa,EGY,2013,95.82,4.18,0.0,e31959fe2842dacea4d16d36e9813620
Egypt,Africa,EGY,2014,95.82,4.18,0.0,e31959fe2842dacea4d16d36e9813620
Egypt,Africa,EGY,2015,95.67,4.33,0.0,e31959fe2842dacea4d16d36e9813620
Egypt,Africa,EGY,2016,95.87,4.13,0.0,e31959fe2842dacea4d16d36e9813620
Egypt,Africa,EGY,2017,96.13,3.87,0.0,e31959fe2842dacea4d16d36e9813620
Egypt,Africa,EGY,2018,95.94,4.06,0.0,e31959fe2842dacea4d16d36e9813620
Egypt,Africa,EGY,2019,94.83,5.17,0.0,e31959fe2842dacea4d16d36e9813620
Egypt,Africa,EGY,2020,93.44,6.56,0.0,e31959fe2842dacea4d16d36e9813620
Egypt,Africa,EGY,2021,93.77,6.23,,e31959fe2842dacea4d16d36e9813620
Estonia,Europe,EST,1985,100.0,0.0,0.0,7755415a9fe7022060b98a689236ccd2
Estonia,Europe,EST,1986,100.0,0.0,0.0,7755415a9fe7022060b98a689236ccd2
Estonia,Europe,EST,1987,100.0,0.0,0.0,7755415a9fe7022060b98a689236ccd2
Estonia,Europe,EST,1988,100.0,0.0,0.0,7755415a9fe7022060b98a689236ccd2
Estonia,Europe,EST,1989,100.0,0.0,0.0,7755415a9fe7022060b98a689236ccd2
Estonia,Europe,EST,1990,100.0,0.0,0.0,7755415a9fe7022060b98a689236ccd2
Estonia,Europe,EST,1991,100.0,0.0,0.0,7755415a9fe7022060b98a689236ccd2
Estonia,Europe,EST,1992,100.0,0.0,0.0,7755415a9fe7022060b98a689236ccd2
Estonia,Europe,EST,1993,100.0,0.0,0.0,7755415a9fe7022060b98a689236ccd2
Estonia,Europe,EST,1994,100.0,0.0,0.0,7755415a9fe7022060b98a689236ccd2
Estonia,Europe,EST,1995,99.97,0.03,0.0,7755415a9fe7022060b98a689236ccd2
Estonia,Europe,EST,1996,99.98,0.02,0.0,7755415a9fe7022060b98a689236ccd2
Estonia,Europe,EST,1997,99.96,0.04,0.0,7755415a9fe7022060b98a689236ccd2
Estonia,Europe,EST,1998,99.93,0.07,0.0,7755415a9fe7022060b98a689236ccd2
Estonia,Europe,EST,1999,99.91,0.09,0.0,7755415a9fe7022060b98a689236ccd2
Estonia,Europe,EST,2000,99.9,0.1,,7755415a9fe7022060b98a689236ccd2
Estonia,Europe,EST,2001,99.9,0.1,,7755415a9fe7022060b98a689236ccd2
Estonia,Europe,EST,2002,99.81,0.19,,7755415a9fe7022060b98a689236ccd2
Estonia,Europe,EST,2003,99.78,0.22,,7755415a9fe7022060b98a689236ccd2
Estonia,Europe,EST,2004,99.71,0.29,,7755415a9fe7022060b98a689236ccd2
Estonia,Europe,EST,2005,99.5,0.5,0.0,7755415a9fe7022060b98a689236ccd2
Estonia,Europe,EST,2006,99.39,0.59,0.0,7755415a9fe7022060b98a689236ccd2
Estonia,Europe,EST,2007,99.4,0.59,0.0,7755415a9fe7022060b98a689236ccd2
Estonia,Europe,EST,2008,99.08,0.85,0.0,7755415a9fe7022060b98a689236ccd2
Estonia,Europe,EST,2009,97.18,2.79,0.0,7755415a9fe7022060b98a689236ccd2
Estonia,Europe,EST,2010,95.49,4.39,0.0,7755415a9fe7022060b98a689236ccd2
Estonia,Europe,EST,2011,95.0,4.93,0.0,7755415a9fe7022060b98a689236ccd2
Estonia,Europe,EST,2012,93.81,6.13,0.0,7755415a9fe7022060b98a689236ccd2
Estonia,Europe,EST,2013,95.24,4.71,0.0,7755415a9fe7022060b98a689236ccd2
Estonia,Europe,EST,2014,94.41,5.51,0.0,7755415a9fe7022060b98a689236ccd2
Estonia,Europe,EST,2015,93.38,6.58,0.0,7755415a9fe7022060b98a689236ccd2
Estonia,Europe,EST,2016,93.54,6.43,0.0,7755415a9fe7022060b98a689236ccd2
Estonia,Europe,EST,2017,93.13,6.83,0.0,7755415a9fe7022060b98a689236ccd2
Estonia,Europe,EST,2018,92.24,7.51,0.0,7755415a9fe7022060b98a689236ccd2
Estonia,Europe,EST,2019,89.61,9.91,0.0,7755415a9fe7022060b98a689236ccd2
Estonia,Europe,EST,2020,85.14,14.14,0.0,7755415a9fe7022060b98a689236ccd2
Estonia,Europe,EST,2021,85.03,14.33,0.0,7755415a9fe7022060b98a689236ccd2
Finland,Europe,FIN,1965,76.03,23.97,0.0,6f781c6559a0c605da918096bdb69edf
Finland,Europe,FIN,1966,76.63,23.37,0.0,6f781c6559a0c605da918096bdb69edf
Finland,Europe,FIN,1967,75.13,24.87,0.0,6f781c6559a0c605da918096bdb69edf
Finland,Europe,FIN,1968,79.33,20.67,0.0,6f781c6559a0c605da918096bdb69edf
Finland,Europe,FIN,1969,84.32,15.68,0.0,6f781c6559a0c605da918096bdb69edf
Finland,Europe,FIN,1970,84.5,15.5,0.0,6f781c6559a0c605da918096bdb69edf
Finland,Europe,FIN,1971,83.07,16.93,0.0,6f781c6559a0c605da918096bdb69edf
Finland,Europe,FIN,1972,84.4,15.6,0.0,6f781c6559a0c605da918096bdb69edf
